"Downloaded_file";"Extracted_plain_file";"Extracted_XML_file";"Approximate_token_count";"Character_count";"URL";"Redirected from URL";"Detected_languages";"Content_type";"Status";"Downloaded_file_size";"Extracted_file_size";"HTML_Extraction_mode";"Creation_date";"Download_date"
"guardian_0.html";"guardian_0.txt";"guardian_0.xml";"507";"2852";"file:/Users/shawon/Codes/ClassCodes/ConceptsCL/BootCatTest/guardian.html";"null";"en(100.00%)";"text/html";"OK";"5.2 KB";"2.8 KB";"Article (recommended)";"null";"null"
